client_id,product,product_description,price,rating,review_text,review_language,purchase_date
4ca51ae6-41ac-4681-9c45-ae47f4699929,Thorfin HyperKey Mechanical Keyboard,Mechanical gaming keyboard with programmable keys and customizable backlight.,118.5,2,"Preis-Leistung passt, der Thorfin HyperKey Mechanical Keyboard macht einen wertigen Eindruck. Ich weiß nicht, ob ich dieses Modell noch einmal kaufen würde.",de,2025-06-10
9bdd7869-454c-40dc-a8cd-a002fb87890e,Thorfin FreshWash Compact Dishwasher,Countertop dishwasher with multiple wash programs and low water consumption.,365.78,4,"Buena compra por el precio, aunque el Thorfin FreshWash Compact Dishwasher hace un poco de ruido.",es,2025-06-27
296fed0f-04e1-4a3e-9bcf-7596a054e4b9,Thorfin HyperKey Mechanical Keyboard,Mechanical gaming keyboard with programmable keys and customizable backlight.,126.91,3,Uso el Thorfin HyperKey Mechanical Keyboard casi todos los días y de momento no he tenido problemas.,es,2024-02-19
47eb2d5f-53a9-4ad3-aaf1-70c0195e1b39,Thorfin SkySound Bluetooth Speaker,"Portable Bluetooth speaker with deep bass, water resistance, and 12-hour playback.",59.49,4,Der Thorfin SkySound Bluetooth Speaker lässt sich leicht einrichten und bedienen.,de,2024-08-06
f2bd793d-01c1-43d3-9c0f-903d6e9c543c,Thorfin SkySound Bluetooth Speaker,"Portable Bluetooth speaker with deep bass, water resistance, and 12-hour playback.",62.54,3,"Le Thorfin SkySound Bluetooth Speaker fonctionne correctement, mais je trouve le niveau sonore un peu élevé.",fr,2023-12-17
b95837d7-6720-43b5-8c0d-2055925d780d,Thorfin NeoCam Home Security Camera,"Wi-Fi indoor security camera with night vision, motion alerts, and two-way audio.",102.21,3,"Très content du Thorfin NeoCam Home Security Camera, l'installation a été simple et rapide.",fr,2025-11-22
08e0bf0a-f03f-46ef-959d-5d399a7938ac,Thorfin NeoCam Home Security Camera,"Wi-Fi indoor security camera with night vision, motion alerts, and two-way audio.",107.44,2,"Preis-Leistung passt, der Thorfin NeoCam Home Security Camera macht einen wertigen Eindruck. Ich weiß nicht, ob ich dieses Modell noch einmal kaufen würde.",de,2024-06-25
90252d9b-5d21-4be4-881f-bf55fe27e7c4,Thorfin UltraCook Blender Pro,High-speed countertop blender with multiple preset programs and glass jar.,146.74,2,"Buena compra por el precio, aunque el Thorfin UltraCook Blender Pro hace un poco de ruido. No estoy seguro de que volvería a comprar este modelo.",es,2024-11-17
79acc50f-1af6-4ff7-bba8-4b84007e07ea,Thorfin AeroTab Pro Tablet,"Lightweight 11-inch tablet with fast processor, stylus support, and all-day battery.",454.88,3,"Buena compra por el precio, aunque el Thorfin AeroTab Pro Tablet hace un poco de ruido.",es,2025-05-24
7b7337af-5146-4bcc-bb3a-4601b093292e,Thorfin Lumina 4K Smart TV,"55-inch 4K UHD smart TV with HDR, built-in streaming apps, and voice control.",603.24,3,"Après quelques semaines, le Thorfin Lumina 4K Smart TV fonctionne toujours sans souci.",fr,2024-06-22
6915af13-f453-415d-a3f2-b47510e457ae,Thorfin FreshWash Compact Dishwasher,Countertop dishwasher with multiple wash programs and low water consumption.,319.18,3,"Très content du Thorfin FreshWash Compact Dishwasher, l'installation a été simple et rapide.",fr,2025-11-12
5d31d61a-a883-4a38-8412-5fdb1560fbaf,Thorfin HyperKey Mechanical Keyboard,Mechanical gaming keyboard with programmable keys and customizable backlight.,123.87,2,الـ Thorfin HyperKey Mechanical Keyboard سهل الاستخدام والأداء جيد حتى الآن. لست متأكدًا أنني سأشتري هذا الطراز مرة أخرى.,ar,2024-06-24
c3f9c845-efce-40c9-8018-c286261fd1a6,Thorfin BrewMate Smart Coffee Maker,"Wi-Fi enabled coffee maker with app control, programmable timer, and keep-warm mode.",118.19,2,"Buena compra por el precio, aunque el Thorfin BrewMate Smart Coffee Maker hace un poco de ruido. No estoy seguro de que volvería a comprar este modelo.",es,2024-10-21
5eebc572-4f40-4946-bf09-5e0e8cc40758,Thorfin SkySound Bluetooth Speaker,"Portable Bluetooth speaker with deep bass, water resistance, and 12-hour playback.",54.45,3,Der Thorfin SkySound Bluetooth Speaker lässt sich leicht einrichten und bedienen.,de,2024-09-17
d1cd630f-46a3-4c72-98d8-f7228c8c811c,Thorfin SkySound Bluetooth Speaker,"Portable Bluetooth speaker with deep bass, water resistance, and 12-hour playback.",55.62,2,"Très content du Thorfin SkySound Bluetooth Speaker, l'installation a été simple et rapide. Je ne suis pas sûr de reprendre ce modèle à l'avenir.",fr,2024-04-06
9260a13d-7fc2-4beb-a1df-17bc2039d845,Thorfin BrewMate Smart Coffee Maker,"Wi-Fi enabled coffee maker with app control, programmable timer, and keep-warm mode.",132.04,3,El Thorfin BrewMate Smart Coffee Maker llegó un día tarde pero en buen estado.,es,2024-04-12
6a0006ef-7ac1-4506-a85d-8bf09dafd6b8,Thorfin UltraCook Blender Pro,High-speed countertop blender with multiple preset programs and glass jar.,147.77,4,"Très content du Thorfin UltraCook Blender Pro, l'installation a été simple et rapide.",fr,2024-10-21
6cdefb0e-b1fc-4829-8203-18bf01b24853,Thorfin AeroTab Pro Tablet,"Lightweight 11-inch tablet with fast processor, stylus support, and all-day battery.",438.4,2,استغرق الشحن وقتًا أطول من المتوقع لكن الـ Thorfin AeroTab Pro Tablet وصل بحالة جيدة. لست متأكدًا أنني سأشتري هذا الطراز مرة أخرى.,ar,2024-06-02
f5d6acf9-c6f9-4894-86ec-f2e8aca5a581,Thorfin NovaX Wireless Earbuds,"True wireless earbuds with noise isolation, touch controls, and long battery life.",79.47,5,Der Thorfin NovaX Wireless Earbuds lässt sich leicht einrichten und bedienen.,de,2024-07-07
82f30da3-7b80-4345-82c0-88f986a73995,Thorfin NeoCam Home Security Camera,"Wi-Fi indoor security camera with night vision, motion alerts, and two-way audio.",99.67,1,"El Thorfin NeoCam Home Security Camera funciona bien hasta ahora, la calidad se ve sólida. No estoy seguro de que volvería a comprar este modelo.",es,2025-09-01
8a9bd1b1-c966-4d58-9934-4c7ec352a9a8,Thorfin SkySound Bluetooth Speaker,"Portable Bluetooth speaker with deep bass, water resistance, and 12-hour playback.",65.07,3,صوت الـ Thorfin SkySound Bluetooth Speaker مرتفع قليلًا لكنه يؤدي الغرض بشكل ممتاز.,ar,2025-10-23
2cb9321d-3187-41fa-93ed-65c78efcef8e,Thorfin AquaSteam Garment Steamer,Vertical garment steamer for quick wrinkle removal with fast heat-up time.,88.55,5,جودة الـ Thorfin AquaSteam Garment Steamer ممتازة مقارنة بالسعر.,ar,2024-02-06
18a7d8a1-8a0b-4988-8a40-cd0b1055898d,Thorfin NovaX Wireless Earbuds,"True wireless earbuds with noise isolation, touch controls, and long battery life.",74.67,3,Very happy with this purchase. The Thorfin NovaX Wireless Earbuds has become part of my daily routine.,en,2024-12-23
c981c9a8-bcf9-4296-894d-3e2b3089887f,Thorfin AeroTab Pro Tablet,"Lightweight 11-inch tablet with fast processor, stylus support, and all-day battery.",442.84,3,Der Versand war schnell und der Thorfin AeroTab Pro Tablet war gut verpackt.,de,2024-12-19
4da9adb3-55a2-4bbb-a3f1-ba995f23fb6d,Thorfin FreshWash Compact Dishwasher,Countertop dishwasher with multiple wash programs and low water consumption.,353.3,2,Instalar el Thorfin FreshWash Compact Dishwasher fue muy sencillo y las instrucciones son claras. No estoy seguro de que volvería a comprar este modelo.,es,2025-10-16
2ff91685-b0f2-4fef-b4bc-622832acd58c,Thorfin PureBreeze Air Purifier,HEPA air purifier for medium rooms with quiet mode and real-time air quality indicator.,175.41,4,Instalar el Thorfin PureBreeze Air Purifier fue muy sencillo y las instrucciones son claras.,es,2024-09-13
d6e6e828-cbc7-4196-9376-60ea372b4da2,Thorfin NovaX Wireless Earbuds,"True wireless earbuds with noise isolation, touch controls, and long battery life.",87.08,4,Nutze den Thorfin NovaX Wireless Earbuds nun regelmäßig und bisher funktioniert alles einwandfrei.,de,2024-08-28
9f4ce876-d83a-44de-9121-731376ec7f00,Thorfin VoltCharge Power Bank,"20,000 mAh portable power bank with fast charging and dual USB-C ports.",43.98,3,Uso el Thorfin VoltCharge Power Bank casi todos los días y de momento no he tenido problemas.,es,2025-06-25
da5120b5-0b47-41f6-bada-28a1f17d6abb,Thorfin PureBreeze Air Purifier,HEPA air purifier for medium rooms with quiet mode and real-time air quality indicator.,166.88,3,Uso el Thorfin PureBreeze Air Purifier casi todos los días y de momento no he tenido problemas.,es,2025-02-21
141687c4-3da7-439d-9762-df02fb078520,Thorfin FreshWash Compact Dishwasher,Countertop dishwasher with multiple wash programs and low water consumption.,365.62,3,"Après quelques semaines, le Thorfin FreshWash Compact Dishwasher fonctionne toujours sans souci.",fr,2025-06-27
8d8230bd-4b62-4574-88a7-381fc22911c9,Thorfin Lumina 4K Smart TV,"55-inch 4K UHD smart TV with HDR, built-in streaming apps, and voice control.",564.04,5,"After a few weeks of use, the Thorfin Lumina 4K Smart TV still works like new. Hope it lasts.",en,2025-05-28
e272ec25-8b40-46ba-9fc4-5967988947df,Thorfin Lumina 4K Smart TV,"55-inch 4K UHD smart TV with HDR, built-in streaming apps, and voice control.",567.27,1,"Nutze den Thorfin Lumina 4K Smart TV nun regelmäßig und bisher funktioniert alles einwandfrei. Ich weiß nicht, ob ich dieses Modell noch einmal kaufen würde.",de,2024-03-11
9d8a230d-2126-4521-ae44-24c3cdc834a2,Thorfin VoltCharge Power Bank,"20,000 mAh portable power bank with fast charging and dual USB-C ports.",39.54,2,صوت الـ Thorfin VoltCharge Power Bank مرتفع قليلًا لكنه يؤدي الغرض بشكل ممتاز. لست متأكدًا أنني سأشتري هذا الطراز مرة أخرى.,ar,2025-06-23
fcdc33f2-28fe-4dfb-9076-068ad2b2708a,Thorfin PureBreeze Air Purifier,HEPA air purifier for medium rooms with quiet mode and real-time air quality indicator.,178.49,3,Uso el Thorfin PureBreeze Air Purifier casi todos los días y de momento no he tenido problemas.,es,2024-01-23
d6987da3-e8f2-44af-81e7-60a71a90e61b,Thorfin SkySound Bluetooth Speaker,"Portable Bluetooth speaker with deep bass, water resistance, and 12-hour playback.",58.17,5,Der Thorfin SkySound Bluetooth Speaker lässt sich leicht einrichten und bedienen.,de,2023-12-29
89bc7d05-9cdc-4431-97a9-11ff66cfc44e,Thorfin BrewMate Smart Coffee Maker,"Wi-Fi enabled coffee maker with app control, programmable timer, and keep-warm mode.",131.15,5,"El Thorfin BrewMate Smart Coffee Maker funciona bien hasta ahora, la calidad se ve sólida.",es,2025-05-03
64052b40-9c3e-4f5e-8dab-8c9d7463c53f,Thorfin NovaX Wireless Earbuds,"True wireless earbuds with noise isolation, touch controls, and long battery life.",85.38,1,أستخدم الـ Thorfin NovaX Wireless Earbuds يوميًا تقريبًا ولم أواجه أي مشكلة حتى الآن. لست متأكدًا أنني سأشتري هذا الطراز مرة أخرى.,ar,2024-10-20
a7127c30-9649-4927-809a-506c7d476eb5,Thorfin ChefMaster Air Fryer,5L digital air fryer with preset cooking modes and easy-clean nonstick basket.,140.94,1,The Thorfin ChefMaster Air Fryer works really well so far. Setup was easy and the quality feels premium. I might not buy this model again.,en,2024-09-05
5735ee60-5c41-45a2-a67b-0b4d36c7c026,Thorfin UltraCook Blender Pro,High-speed countertop blender with multiple preset programs and glass jar.,140.13,5,أستخدم الـ Thorfin UltraCook Blender Pro يوميًا تقريبًا ولم أواجه أي مشكلة حتى الآن.,ar,2025-04-25
78302e5b-7a6b-4332-b4db-94e0b93d3aa6,Thorfin AquaSteam Garment Steamer,Vertical garment steamer for quick wrinkle removal with fast heat-up time.,91.97,3,Delivery was fast and the Thorfin AquaSteam Garment Steamer was packed securely. No issues so far.,en,2025-09-11
1a99d80b-4642-4ac1-be9e-a74fd96a53bc,Thorfin ChefMaster Air Fryer,5L digital air fryer with preset cooking modes and easy-clean nonstick basket.,142.55,1,أستخدم الـ Thorfin ChefMaster Air Fryer يوميًا تقريبًا ولم أواجه أي مشكلة حتى الآن. لست متأكدًا أنني سأشتري هذا الطراز مرة أخرى.,ar,2024-12-30
86574c01-69dc-4036-8c1b-6333bc140077,Thorfin PureBreeze Air Purifier,HEPA air purifier for medium rooms with quiet mode and real-time air quality indicator.,189.8,3,"Preis-Leistung passt, der Thorfin PureBreeze Air Purifier macht einen wertigen Eindruck.",de,2024-05-08
5dd35253-4cbd-4c12-b063-0c81d310d877,Thorfin NeoCam Home Security Camera,"Wi-Fi indoor security camera with night vision, motion alerts, and two-way audio.",108.11,3,Der Versand war schnell und der Thorfin NeoCam Home Security Camera war gut verpackt.,de,2025-09-18
2e56d035-e633-4f8b-b1c0-ef3d946d2207,Thorfin AeroTab Pro Tablet,"Lightweight 11-inch tablet with fast processor, stylus support, and all-day battery.",453.68,3,Delivery was fast and the Thorfin AeroTab Pro Tablet was packed securely. No issues so far.,en,2024-07-15
11b5466c-c8f9-4ae3-85c8-99129794f0ed,Thorfin NeoCam Home Security Camera,"Wi-Fi indoor security camera with night vision, motion alerts, and two-way audio.",90.14,1,"Bon rapport qualité-prix, le Thorfin NeoCam Home Security Camera fait bien son travail. Je ne suis pas sûr de reprendre ce modèle à l'avenir.",fr,2024-05-20
9938bc38-0903-4465-9d42-e8f6e5e0ba72,Thorfin UltraCook Blender Pro,High-speed countertop blender with multiple preset programs and glass jar.,133.9,1,جودة الـ Thorfin UltraCook Blender Pro ممتازة مقارنة بالسعر. لست متأكدًا أنني سأشتري هذا الطراز مرة أخرى.,ar,2025-06-22
b95f916d-cb6a-4a8f-9d78-1a7b7652a829,Thorfin ChefMaster Air Fryer,5L digital air fryer with preset cooking modes and easy-clean nonstick basket.,158.88,4,Uso el Thorfin ChefMaster Air Fryer casi todos los días y de momento no he tenido problemas.,es,2024-04-18
0c2f38a5-bbca-4212-ac3c-d9683d5b58e3,Thorfin SkySound Bluetooth Speaker,"Portable Bluetooth speaker with deep bass, water resistance, and 12-hour playback.",61.19,1,Instalar el Thorfin SkySound Bluetooth Speaker fue muy sencillo y las instrucciones son claras. No estoy seguro de que volvería a comprar este modelo.,es,2024-09-27
b082770a-921b-4ba3-bcfa-752e0c159c24,Thorfin Lumina 4K Smart TV,"55-inch 4K UHD smart TV with HDR, built-in streaming apps, and voice control.",611.98,2,"El Thorfin Lumina 4K Smart TV funciona bien hasta ahora, la calidad se ve sólida. No estoy seguro de que volvería a comprar este modelo.",es,2024-10-28
5e19e262-4d95-4e27-84fd-39220f2b4267,Thorfin Lumina 4K Smart TV,"55-inch 4K UHD smart TV with HDR, built-in streaming apps, and voice control.",594.04,2,Instalar el Thorfin Lumina 4K Smart TV fue muy sencillo y las instrucciones son claras. No estoy seguro de que volvería a comprar este modelo.,es,2024-10-05
781bba71-9104-4843-a9f3-cc9a89a7c046,Thorfin PureBreeze Air Purifier,HEPA air purifier for medium rooms with quiet mode and real-time air quality indicator.,196.37,2,"The app for the Thorfin PureBreeze Air Purifier could be better, but the hardware itself is excellent. I might not buy this model again.",en,2024-08-31
27bc4f0f-1269-4ada-878b-187aed1b1e23,Thorfin SkySound Bluetooth Speaker,"Portable Bluetooth speaker with deep bass, water resistance, and 12-hour playback.",60.28,2,الـ Thorfin SkySound Bluetooth Speaker سهل الاستخدام والأداء جيد حتى الآن. لست متأكدًا أنني سأشتري هذا الطراز مرة أخرى.,ar,2023-12-09
d68fd151-44ef-419c-8616-3a0f17f876a6,Thorfin Lumina 4K Smart TV,"55-inch 4K UHD smart TV with HDR, built-in streaming apps, and voice control.",657.11,3,Uso el Thorfin Lumina 4K Smart TV casi todos los días y de momento no he tenido problemas.,es,2024-03-03
6b97a58d-f7e8-49e2-a5cd-0fa539ec0147,Thorfin NovaX Wireless Earbuds,"True wireless earbuds with noise isolation, touch controls, and long battery life.",73.62,5,"Très content du Thorfin NovaX Wireless Earbuds, l'installation a été simple et rapide.",fr,2024-07-02
cefd7ae2-ee42-49ed-9b3a-52bbeb04ede7,Thorfin Lumina 4K Smart TV,"55-inch 4K UHD smart TV with HDR, built-in streaming apps, and voice control.",650.1,1,جودة الـ Thorfin Lumina 4K Smart TV ممتازة مقارنة بالسعر. لست متأكدًا أنني سأشتري هذا الطراز مرة أخرى.,ar,2025-02-16
18fedeef-1753-4764-b98c-047e8089a9d3,Thorfin BrewMate Smart Coffee Maker,"Wi-Fi enabled coffee maker with app control, programmable timer, and keep-warm mode.",141.23,3,"Preis-Leistung passt, der Thorfin BrewMate Smart Coffee Maker macht einen wertigen Eindruck.",de,2025-09-16
7e5f1a74-06dc-44dc-a708-e8733eb39de8,Thorfin NovaX Wireless Earbuds,"True wireless earbuds with noise isolation, touch controls, and long battery life.",87.49,3,Instalar el Thorfin NovaX Wireless Earbuds fue muy sencillo y las instrucciones son claras.,es,2025-09-13
69e1e684-6606-4bcb-a732-be9a4918e864,Thorfin FreshWash Compact Dishwasher,Countertop dishwasher with multiple wash programs and low water consumption.,335.36,4,"Good value for the price. The Thorfin FreshWash Compact Dishwasher does what it promises, but it's a bit noisy.",en,2024-07-21
46cb98e3-c2b9-48b6-8ea0-12381f332651,Thorfin HyperKey Mechanical Keyboard,Mechanical gaming keyboard with programmable keys and customizable backlight.,108.01,3,جودة الـ Thorfin HyperKey Mechanical Keyboard ممتازة مقارنة بالسعر.,ar,2024-01-01
9c1bfd20-753c-4dfb-bfb9-3b6c7be98d2a,Thorfin NeoCam Home Security Camera,"Wi-Fi indoor security camera with night vision, motion alerts, and two-way audio.",99.69,1,Delivery was fast and the Thorfin NeoCam Home Security Camera was packed securely. No issues so far. I might not buy this model again.,en,2024-06-26
246cac76-37a2-4daa-9fe9-a6235a81cad6,Thorfin UltraCook Blender Pro,High-speed countertop blender with multiple preset programs and glass jar.,137.92,1,Instalar el Thorfin UltraCook Blender Pro fue muy sencillo y las instrucciones son claras. No estoy seguro de que volvería a comprar este modelo.,es,2025-08-01
83c831b8-56d8-4315-adc4-b8d7021959c6,Thorfin FreshWash Compact Dishwasher,Countertop dishwasher with multiple wash programs and low water consumption.,341.28,1,"Bin insgesamt zufrieden, der Thorfin FreshWash Compact Dishwasher könnte aber leiser sein. Ich weiß nicht, ob ich dieses Modell noch einmal kaufen würde.",de,2025-03-02
e10512fe-dcd7-4aca-a6a8-53bf61bc34d9,Thorfin ChillCube Mini Fridge,Compact mini fridge with adjustable shelves and low-noise compressor.,224.87,5,صوت الـ Thorfin ChillCube Mini Fridge مرتفع قليلًا لكنه يؤدي الغرض بشكل ممتاز.,ar,2025-08-09
5e968af5-3e26-44ed-877a-b2b9fcc6edaa,Thorfin SkySound Bluetooth Speaker,"Portable Bluetooth speaker with deep bass, water resistance, and 12-hour playback.",57.78,5,The Thorfin SkySound Bluetooth Speaker works really well so far. Setup was easy and the quality feels premium.,en,2025-10-17
31fe3fb2-a826-4de9-beca-c270c7f6f840,Thorfin FreshWash Compact Dishwasher,Countertop dishwasher with multiple wash programs and low water consumption.,331.95,4,Very happy with this purchase. The Thorfin FreshWash Compact Dishwasher has become part of my daily routine.,en,2025-10-27
dc4043f3-0283-45d7-a6f8-f9cf4d5e469a,Thorfin BrewMate Smart Coffee Maker,"Wi-Fi enabled coffee maker with app control, programmable timer, and keep-warm mode.",140.68,2,The Thorfin BrewMate Smart Coffee Maker works really well so far. Setup was easy and the quality feels premium. I might not buy this model again.,en,2025-11-22
856f4dcc-1928-48e4-b393-2551ae07d35d,Thorfin ChefMaster Air Fryer,5L digital air fryer with preset cooking modes and easy-clean nonstick basket.,152.34,5,أستخدم الـ Thorfin ChefMaster Air Fryer يوميًا تقريبًا ولم أواجه أي مشكلة حتى الآن.,ar,2024-04-28
